user_id,lang,pro,product,price,sail,kite,wind,surf,fish,snow,other,source,campaign,install_date
8B927275-06E9-414C-9786-C0CB91C77721,en_RO,0,,,1,0,0,0,0,0,0,Apple Search Ads,RO Discovery,01.02.2023
38625BF2-9055-4F58-AA41-79DC67A30B23,en_GB,0,,,0,0,0,0,0,0,0,Apple Search Ads,UAE Common_,01.02.2023
DE4001F7-FCF8-44DE-8DC2-26AC9501FC04,es_AR,0,,,0,0,0,0,0,0,0,Apple Search Ads,AR Discovery,01.02.2023
ABCA6BF0-F800-4404-AFF0-DABD7CCDE0B5,ko-Kore_KR,0,,,0,0,0,0,0,0,1,Apple Search Ads,KR SKAG_,01.02.2023
73BC46BA-D168-4FA9-9F17-194D9F6EF8DB,en_IL,0,,,0,0,0,0,0,0,0,Apple Search Ads,IL Discovery,01.02.2023
0DCC5243-5238-4E22-AB0C-7B3A6E17AD93,en_NZ,0,,,0,0,0,0,1,0,0,Apple Search Ads,NZ Common_,01.02.2023
C0CAD18F-E95F-40ED-A148-94895B464AD1,id_ID,0,,,1,0,0,0,0,0,0,Apple Search Ads,ID Discovery,01.02.2023
DD822C1D-FAA7-48D4-966D-2098800292F0,de_DE,0,,,0,0,0,0,0,0,1,Apple Search Ads,DE Common_,01.02.2023
1FBAF5CC-F491-4519-BFE1-A7C61E27B2B7,ja_JP,0,,,0,0,0,0,1,0,0,Apple Search Ads,JP Common_,01.02.2023
075C917C-914E-41B8-BF3E-62D91AAF5A27,,0,,,0,0,0,0,0,0,0,Apple Search Ads,MX Discovery,01.02.2023
DE3AFE8E-E7D1-4629-BC38-19ED7F3DAE3B,en_GB,0,,,0,0,0,0,0,0,1,Apple Search Ads,UK Common_,01.02.2023
0AEABFD5-E0D2-4956-BA26-E1AA173EEF60,en_GB,0,,,0,0,0,0,0,0,1,Apple Search Ads,UK Common_,01.02.2023
5DFC1275-096F-4B93-BAB4-D369CE0C5450,en_TW,0,,,0,0,0,0,0,0,0,Apple Search Ads,TW SKAG,01.02.2023
CC7B69E1-0ECA-42C4-82D5-F1B896D40294,es_MX,0,,,1,0,0,0,0,0,0,Apple Search Ads,MX SKAG,01.02.2023
6797A910-7D20-4661-A2F0-97A236AA91ED,de_DE,0,,,0,0,0,0,0,1,0,Apple Search Ads,DE Common_,01.02.2023
E6DB66E3-B2A7-40F3-AADF-814F3F195B05,de_DE,1,co.windyapp.2110.pro_sub_year_60_trial7d,60,1,0,0,0,0,0,0,Apple Search Ads,DE Common_,01.02.2023
319C56CB-F052-4DBC-984E-F5164F49AB25,en_NZ,0,,,0,0,0,0,1,1,0,Apple Search Ads,NZ Common_,01.02.2023
93C8D6FA-BF1A-4C0C-A7A4-552EA807D414,ru_KZ,0,,,0,0,0,0,0,0,0,Apple Search Ads,KZ Discovery,01.02.2023
4D177C58-2376-4CE5-B01C-06D09A9C8759,en_ID,0,,,0,0,0,0,0,0,0,Apple Search Ads,ID SKAG,01.02.2023
5624EB7A-F26B-4BD1-B1D5-A1CB776A9D22,en_MY,0,,,0,0,0,0,0,0,0,Apple Search Ads,MY Discovery,01.02.2023
8B1BDE66-95DA-406F-B5D4-AB824939329B,en_GR,0,,,0,0,0,0,0,0,0,Apple Search Ads,GR SKAG,01.02.2023
F6E3FD30-E8A4-4101-841E-4B464BF78D8C,de_DE,0,,,0,0,0,0,0,0,1,Apple Search Ads,DE Common_,01.02.2023
2D0A794D-911E-4B12-A64A-C2BB52453D76,ja_JP,0,,,0,0,0,0,1,0,0,Apple Search Ads,JP Common_,01.02.2023
94890F35-4D5B-4A32-946B-585F95A23996,fr_FR,0,,,0,0,0,0,0,0,1,Apple Search Ads,FR Common_,01.02.2023
D5DF7D96-841F-4129-A3CA-CB3CD96E2690,en_HK,0,,,0,0,0,0,1,0,0,Apple Search Ads,NZ Common_,01.02.2023
050E8343-C912-4ADE-9B1E-3CA5D16B40ED,en_NZ,0,,,0,0,0,0,0,0,1,Apple Search Ads,NZ Common_,01.02.2023
C07F6D98-B7A4-4F4A-87E4-A53C54DF5133,en_KW,0,,,1,0,0,0,1,0,0,Apple Search Ads,KW Discovery,01.02.2023
AA01186E-4D22-45F5-8B65-1CF1EFD299D9,ru_IL,0,,,0,0,0,1,0,0,1,Apple Search Ads,IL Discovery,01.02.2023
6790D0DA-F558-4658-9579-B770B7503ECE,en_IL,0,,,0,0,0,0,0,0,0,Apple Search Ads,IL Discovery,01.02.2023
8C5A1762-6FB6-4DF5-9C57-5EBFB4EC95EE,ko-Kore_KR,0,,,0,0,0,0,1,0,0,Apple Search Ads,KR SKAG_,01.02.2023
336739A8-9D8F-4934-B651-E39F22083FEA,en_MY,0,,,1,0,0,0,0,0,0,Apple Search Ads,MY SKAG,01.02.2023
D77E108C-70A5-4865-A65F-87811E1D131D,en_US,0,,,0,0,0,0,0,0,0,Apple Search Ads,US Common_,01.02.2023
E1609F33-7086-4E66-B570-B8DA89921DB3,en_GB,0,,,0,0,0,0,0,0,1,Apple Search Ads,UK Common_,01.02.2023
6BA8F728-7644-4D13-97DB-13913D41661F,en_NZ,0,,,0,0,0,0,0,0,0,Apple Search Ads,NZ Common_,01.02.2023
A3C0E3A3-7AFD-4DAF-9E25-CF6E5D553C50,en_MY,0,,,0,0,0,0,0,0,0,Apple Search Ads,MY SKAG,01.02.2023
ACFF1D24-FDA3-4528-8D1F-B5A2FD37E9BB,ja_JP,0,,,0,0,0,0,0,1,0,Apple Search Ads,JP Common_,01.02.2023
C53EA351-71FB-48A1-A976-48E8243BE0F5,it_IT,0,,,0,0,0,0,0,0,1,Apple Search Ads,IT Common_,01.02.2023
1C6EFE31-D5C8-41B1-BC3E-FCA8182AD07C,en_NZ,0,,,0,0,0,0,1,0,0,Apple Search Ads,NZ Common_,01.02.2023
FB142B07-6A13-45CB-B893-3547C0858CC0,en_US,0,,,0,0,0,0,0,0,0,Apple Search Ads,US Common_,01.02.2023
1CFA4CF8-8149-49EC-B0EE-9E01AF516C8D,en_US,0,,,0,0,0,1,0,0,0,Apple Search Ads,US Common_,01.02.2023
E8F824E8-DCCE-4B65-A8C9-4FF8DBE256CF,nl_BE,0,,,0,0,0,0,0,0,1,Apple Search Ads,BE SKAG,01.02.2023
0C939D27-ED26-4BF9-A5AE-113F578EE657,en_GB,0,,,0,0,0,0,0,0,1,Apple Search Ads,UK Common_,01.02.2023
A8C86E94-0FA6-4ACB-B92E-20D89DDC2928,es_CL,1,co.windyapp.pro_sub_year_50_trial7d,50,1,0,0,0,0,0,0,Apple Search Ads,CL Common_,01.02.2023
EE198211-E3A0-4827-988A-C33D908D4829,en_IL,0,,,0,0,0,0,0,0,0,Apple Search Ads,IL SKAG,01.02.2023
A0DD0260-46D7-417E-9129-4B162E562DB8,en_JO,0,,,0,0,0,0,0,0,0,Apple Search Ads,JO SKAG,01.02.2023
820AC31F-BBBF-4F6C-90AD-D96E350CFC97,,0,,,0,0,0,0,0,0,0,Apple Search Ads,US Common_,01.02.2023
414B4321-7B59-4AA8-9C84-672F7AFB2BD9,es_CL,0,,,0,0,0,0,1,0,0,Apple Search Ads,CL Common_,01.02.2023
B469A3FF-BC13-4629-87BE-EA30D6D0B918,en_CA,1,co.windyapp.pro_forever_150,150,1,0,0,0,0,0,0,Apple Search Ads,US Common_,01.02.2023
4161D6BB-0432-49DA-B9D4-95B3D50590CE,de_DE,0,,,1,0,0,0,0,0,0,Apple Search Ads,DE Common_,01.02.2023
AA7A2DDE-8E74-4A2C-8E28-9D00A06677D0,ja_JP,0,,,0,0,0,0,1,0,0,Apple Search Ads,JP Common_,01.02.2023
53D70CC4-D7E0-4ED6-BB4A-1FEEC32DF045,en_EG,0,,,0,0,0,0,0,0,0,Apple Search Ads,EG Discovery,01.02.2023
D5844F47-8710-4F60-92F1-A57532BFFD2E,en_US,0,,,0,0,0,0,0,1,1,Apple Search Ads,US Common_,01.02.2023
2E26ACB4-C81B-4C05-857C-96FCA75BB885,id_ID,0,,,1,0,0,0,0,0,0,Apple Search Ads,ID SKAG,01.02.2023
46B58492-248E-4640-9B88-DD7B9BAA05CF,en_IL,1,co.windyapp.pro_sub_year_50_trial7d,50,0,0,0,0,0,0,0,Apple Search Ads,IL Discovery,01.02.2023
A39F699E-DC41-44F4-92DD-D5D871D988E4,nl_NL,0,,,0,0,1,0,0,0,0,Apple Search Ads,NL Common_,01.02.2023
F600C189-9555-4C83-B792-E42194056AA1,en_IR@calendar=gregorian,0,,,1,0,0,0,0,0,0,Apple Search Ads,US Common_,01.02.2023
4FD41DC4-4749-4347-B92F-6DB85EBE1952,es_ES,0,,,1,0,0,0,0,0,0,Apple Search Ads,SP Common_,01.02.2023
8D1DBE30-F67C-48A7-A50E-E99C18226372,de_DE,0,,,0,0,0,0,0,0,1,Apple Search Ads,DE Common_,01.02.2023
9A849267-F35E-440A-BC9E-49628DF7EDB9,en_US,0,,,1,0,0,0,1,0,0,Apple Search Ads,US Common_,01.02.2023
DC79AFD9-F278-4F56-A798-D87D74C04D61,ru_UZ,0,,,0,0,0,0,0,0,0,Apple Search Ads,IL Discovery,01.02.2023
322FB480-FC76-4D1A-A8CE-928E919DEDA3,en_GB,0,,,0,0,0,0,0,0,0,Apple Search Ads,UK Common_,01.02.2023
AEAB5980-4E9D-4E27-907B-08FFBA19583B,en_US,1,co.windyapp.2210.pro_sub_year_100_trial7d,100,1,0,0,0,1,0,1,Apple Search Ads,US Common_,01.02.2023
D4DDD3A0-584C-4F16-9DDE-87EE14F3E479,en_MY,0,,,0,0,0,1,0,0,0,Apple Search Ads,MY SKAG,01.02.2023
EBBBCF21-3B81-4CE3-AB96-BF6603D42452,en_SA@calendar=gregorian,0,,,1,0,0,0,0,0,0,Apple Search Ads,SA Discovery,01.02.2023
346FE02E-83A7-47D4-893C-5499BFDE6333,en_PS,0,,,0,0,0,0,0,0,0,Apple Search Ads,IL Discovery,01.02.2023
791B9BCB-AE52-42C7-BF61-D1B864AAED4A,en_US,0,,,0,0,0,0,0,0,0,Apple Search Ads,US Common_,01.02.2023
8564BE56-0896-4540-897F-DCB028BC6018,es_AR,0,,,0,0,1,0,0,0,0,Apple Search Ads,AR Skag,01.02.2023
29564427-83EA-472D-BC00-889D868AFC1E,en_US,0,,,0,0,0,0,1,0,0,Apple Search Ads,US Common_,01.02.2023
9BD5E826-E587-4FC6-9F38-E91F1F703C91,fr_CA,0,,,0,0,0,0,1,0,0,Apple Search Ads,CA Common_,01.02.2023
0D331728-AE9B-49B3-854D-E10D18ACA14B,fr_DE,0,,,1,1,1,0,0,0,0,Apple Search Ads,FR Common_,01.02.2023
85A18D1D-5ABB-4536-A0A9-F33161E99029,en_US,0,,,0,0,0,0,0,0,0,Apple Search Ads,US Common_,01.02.2023
0C518AF8-5F4E-401F-8072-C0DC800CDB64,en_US,0,,,0,0,0,0,0,0,0,Apple Search Ads,US Common_,01.02.2023
EF9CE08B-126E-44F3-BAE8-5F64F2E049AE,en_CZ,0,,,0,0,0,0,0,0,1,Apple Search Ads,CZ SKAG,01.02.2023
FA1D77B6-0C25-4DED-AA12-5602D5E447FB,en_US,0,,,0,0,0,1,0,0,0,Apple Search Ads,US Common_,01.02.2023
1CF24267-358C-4F02-8DBF-8D5532C4F20C,es_AR,0,,,0,0,1,0,0,0,1,Apple Search Ads,AR Discovery,01.02.2023
DF349627-DEA0-45FB-8A39-7B3F328DC786,it_IT,0,,,0,0,0,0,0,0,1,Apple Search Ads,IT Common_,01.02.2023
2BB915C5-F658-468E-8C1B-F4313A3195DC,en_SA@calendar=gregorian,0,,,0,0,0,0,0,0,1,Apple Search Ads,SA Discovery,01.02.2023
EF33FC36-68AC-4DC4-9C91-CD19E20F2DD6,en_US,0,,,1,0,1,0,0,0,0,Apple Search Ads,US Common_,01.02.2023
D672DF6C-B519-4917-A57A-0072D99CAC06,nl_BE,0,,,0,0,0,0,0,0,0,Apple Search Ads,BE Discovery,01.02.2023
0CF4BF7E-FD95-40DB-B71C-45466E5CE1AD,en_LB,0,,,0,1,0,0,0,0,0,Apple Search Ads,LB Discovery,01.02.2023
328178A2-798C-4675-8066-A2756E4E0368,en_US,0,,,1,0,0,0,0,0,0,Apple Search Ads,US Common_,01.02.2023
8D7F10D6-9F48-4D9E-AB79-2AE6FE9B66B3,en_CZ,0,,,0,0,0,0,0,0,0,Apple Search Ads,CZ Discovery,01.02.2023
B135558B-6D02-4CAF-BB92-1358B52B954E,en_US,0,,,0,0,0,0,0,0,0,Apple Search Ads,US Common_,01.02.2023
156FBFA7-FB01-4DB5-A138-186C1DF6356C,fr_FR,0,,,1,0,0,0,0,0,1,Apple Search Ads,FR Common_,01.02.2023
BF8A0278-9805-4D04-A352-A2160632E41A,en_CA,0,,,0,0,0,0,0,0,0,Apple Search Ads,CA Common_,01.02.2023
FB682F87-B077-46EF-80D1-518CCF4936B6,en_US,0,,,0,0,0,0,0,0,0,Apple Search Ads,US Common_,01.02.2023
CF472EC0-A35D-49E6-AEAE-3F124FFD1CEC,ru_ES,0,,,0,1,0,0,0,0,0,Apple Search Ads,SP Common_,01.02.2023
5C03824B-4BD4-445D-9CFF-FDB9345D410A,en_RO,0,,,0,0,0,0,0,0,0,Apple Search Ads,RO SKAG,01.02.2023
4EC7C7C9-AEB1-4D6A-932D-4BCBA8B05F36,en_CA,0,,,0,0,0,0,0,0,1,Apple Search Ads,CA Common_,01.02.2023
D96BFFFA-D95E-4620-95A7-C8E43C447D75,en_CA,0,,,0,0,0,0,1,0,0,Apple Search Ads,CA Common_,01.02.2023
95F8CFEC-17EA-44E8-AD92-E5DE305173B9,de_DE,0,,,0,0,0,0,0,1,0,Apple Search Ads,DE Common_,01.02.2023
30DFB0CB-6908-4A0D-BDAC-E54A6C87D596,en_IL,0,,,0,0,0,1,0,0,0,Apple Search Ads,IL Discovery,01.02.2023
A01C5F7F-9424-4119-8D82-BCC35CEA8BA5,en_EG,0,,,0,0,0,0,0,0,1,Apple Search Ads,EG Discovery,01.02.2023
2D02A078-A9F2-41D6-9BDC-2D7E0124D7A6,en_TR,0,,,1,0,0,0,0,0,0,Apple Search Ads,UK Common_,01.02.2023
26D3FA09-B3FC-4BFA-97DD-A87FA830EF38,en_US,0,,,0,0,0,0,0,0,1,Apple Search Ads,US Common_,01.02.2023
D954B160-A802-4D90-ADBC-25437BED5610,en_EG,0,,,0,0,0,0,0,0,1,Apple Search Ads,KW Discovery,01.02.2023
E0666D8E-02D8-4FBC-9CB4-AE0781DE8860,en_GR,0,,,0,0,0,0,0,0,1,Apple Search Ads,GR SKAG,01.02.2023
0809BA0E-CB5A-42A8-BBBE-934562C63E63,tr_US,0,,,0,0,0,0,0,0,0,Apple Search Ads,AZ Discovery,01.02.2023
A0CB7A67-6B12-44A8-B817-45D6FC192E1A,en_NZ,1,co.windyapp.2110.pro_sub_year_60_trial7d,60,0,0,0,0,0,0,0,Apple Search Ads,NZ Common_,01.02.2023
D2D16784-5E95-4E94-A38C-7153E0A964F0,en_US,1,co.windyapp.pro_sub_year_60_trial7d,60,1,0,0,0,0,0,0,Apple Search Ads,US Common_,01.02.2023
DBA4AB4D-A0D3-41EA-81D2-C319CEBADE66,en_US,0,,,0,0,0,0,0,0,1,Apple Search Ads,US Common_,01.02.2023
544745E2-278D-4C68-8215-DD7C10781648,de_CH,0,,,0,0,0,0,0,0,0,Apple Search Ads,CH Common_,01.02.2023
7392EA2C-9103-46A5-9702-0B973693AFF0,en_US,0,,,0,0,0,0,0,1,0,Apple Search Ads,US Common_,01.02.2023
18911748-36A0-431C-87C3-8E0C3052948B,en_LB,0,,,0,0,0,0,0,0,1,Apple Search Ads,LB SKAG,01.02.2023
9A1E6374-C44E-4345-AABE-D9FDBA178288,en_US,0,,,0,0,0,0,1,0,0,Apple Search Ads,US Common_,01.02.2023
5DD65ACB-DDF9-4A42-AD60-2B3F34CEDDF5,en_US,1,co.windyapp.2210.pro_sub_year_80_notrial,80,1,0,0,0,1,0,0,Apple Search Ads,US Common_,01.02.2023
9C4360D2-0CAF-49EF-B506-95784B59E895,en_GB,0,,,1,0,0,0,0,0,0,Apple Search Ads,UK Common_,01.02.2023
4183BA7A-5A2E-420F-9F60-CE1D714B6F5A,en_US,0,,,0,0,0,0,0,1,0,Apple Search Ads,US Common_,01.02.2023
D5E371A9-866B-491E-9541-69DF168A23E8,fr_FR,0,,,0,0,0,1,0,1,0,Apple Search Ads,FR Common_,01.02.2023
02CA09E8-725B-4CA5-AD9C-8F5E97792AE0,en_AU,0,,,1,0,0,0,1,1,0,Apple Search Ads,AU SKAG_,01.02.2023
BE210FAC-41B6-4F6E-98C2-ACE897D78829,en_GB,0,,,0,0,0,0,0,0,1,Apple Search Ads,UK Common_,01.02.2023
BE3BE44E-DDDA-497D-9385-0025FE72664A,en_GB,0,,,1,0,0,0,0,0,0,Apple Search Ads,UK Common_,01.02.2023
616FF9C1-5DB3-437C-8E8C-4DFD6733EA5D,en_US,0,,,0,1,0,0,0,0,0,Apple Search Ads,US Common_,01.02.2023
D16F341C-93D9-4173-A77B-5CD6EEFF35D2,en_US,0,,,0,0,0,0,0,0,0,Apple Search Ads,US Common_,01.02.2023
B6D762AA-8377-48B4-9AD0-1B2BAC752F0A,en_CZ,0,,,0,0,0,0,0,0,0,Apple Search Ads,CZ Discovery,01.02.2023
AFEDAA39-CE1C-430C-9E16-427D756434B1,nl_BE,0,,,0,0,0,0,0,0,0,Apple Search Ads,BE SKAG,01.02.2023
F8BA7F41-630C-479D-99EF-0E2D6CECCDA2,en_US,0,,,0,0,0,1,0,0,0,Apple Search Ads,US Common_,01.02.2023
1D281D75-C215-4DB6-885E-4C48DA29EA90,en_PL,0,,,0,0,0,0,0,1,1,Apple Search Ads,PL Discovery,01.02.2023
3A061680-134B-4217-B01B-72B94EFC048D,en_US,0,,,0,0,0,0,0,0,1,Apple Search Ads,US Common_,01.02.2023
4E46EC43-38CE-40F3-A9CC-B9AC62D58145,en_DK,0,,,1,0,0,0,0,0,0,Apple Search Ads,DK SKAG,01.02.2023
C5CAB7D5-68B1-4405-B8BA-63AA2EB4623B,en_US,0,,,0,0,0,0,1,0,0,Apple Search Ads,US Common_,01.02.2023
1CAE680E-2542-44BF-99F1-815BF10952C8,en_ZA,0,,,0,0,0,0,0,0,1,Apple Search Ads,ZA Discovery,01.02.2023
1209DD2B-FF0A-4754-B630-658AC7BF0A31,ja_JP,0,,,0,0,0,0,0,0,1,Apple Search Ads,JP Common_,01.02.2023
F6336D66-9B31-4494-8135-EDC12C145876,en_US,0,,,0,0,0,0,0,0,0,Apple Search Ads,US Common_,01.02.2023
1B468C98-0A09-4B7D-8D99-616685E71635,en_PH,0,,,1,0,0,0,0,0,0,Apple Search Ads,PH SKAG,01.02.2023
18C7BDBC-0622-4AD2-BB86-2FAB9B6FF9AB,en_US,0,,,0,0,0,0,1,0,0,Apple Search Ads,US Common_,01.02.2023
0B5E64A3-DB3D-4624-81EA-528C84269D5A,de_DE,0,,,0,0,0,0,0,0,0,Apple Search Ads,DE Common_,01.02.2023
CF609760-2E4E-4F90-B8C2-9E863B3E8AE9,en_CA,0,,,1,0,0,0,0,0,1,Apple Search Ads,CA Common_,01.02.2023
3A96305F-3F1E-4C0A-94AF-E604971D9C08,en_US,0,,,0,0,0,0,1,0,0,Apple Search Ads,US Common_,01.02.2023
1457CF88-2892-4462-9A6E-D5C107020B5B,en_NZ,0,,,0,0,0,0,1,0,0,Apple Search Ads,NZ Common_,01.02.2023
A55D3210-CDCA-4D42-9D9A-FB31C5E11C33,en_GB,0,,,0,0,0,0,0,1,0,Apple Search Ads,UK Common_,01.02.2023
3C763AE3-5693-41C8-B800-A9DDF146E151,en_NZ,1,co.windyapp.2110.pro_sub_year_40_notrial,40,1,0,0,0,1,0,0,Apple Search Ads,NZ Common_,01.02.2023
F741B068-C30E-4AF6-B88E-FF635A440DA4,ja_JP,0,,,0,0,0,0,0,0,0,Apple Search Ads,JP Common_,01.02.2023
4BF8FF83-D398-475A-97C1-86C6B5A9F41F,en_US,0,,,0,0,0,0,0,0,1,Apple Search Ads,US Common_,01.02.2023
7BF161F8-7525-4A70-B364-9B7439236D10,en_US,0,,,0,0,0,0,0,0,0,Apple Search Ads,US Common_,01.02.2023
DA9A2C98-C19A-4FD7-8E4C-BDBAAF201F35,ja_JP,0,,,0,0,0,0,0,0,1,Apple Search Ads,JP Common_,01.02.2023
DB82C5E0-FF20-4987-89F8-9138C0338D8A,en_GB,0,,,0,0,0,0,0,0,1,Apple Search Ads,UK Common_,01.02.2023
BA6500DD-69DB-46AB-BE12-B01FCACC00AB,en_US,1,co.windyapp.2210.pro_sub_year_100_trial7d,100,0,0,0,0,0,0,0,Apple Search Ads,US Common_,02.02.2023
6242A60C-E670-4F6B-B21E-419A6FE57B3F,en_US,0,,,0,0,0,0,1,0,0,Apple Search Ads,US Common_,02.02.2023
28BEA358-EA36-438C-B244-4C4FA82ED26E,de_DE,0,,,0,0,0,0,0,0,0,Apple Search Ads,DE Common_,02.02.2023
75350E24-DB3B-458D-B966-DE1F42F72B73,en_US,0,,,0,0,0,0,0,0,0,Apple Search Ads,IL Discovery,02.02.2023
769811DE-F6C2-479C-AB40-5118F9F297B0,en_TH,0,,,1,0,0,0,0,0,0,Apple Search Ads,TH Discovery,02.02.2023
E13ACC78-449D-42E3-911A-F01BA72ED67C,en_US,0,,,0,0,0,0,1,0,0,Apple Search Ads,US Common_,02.02.2023
3E362DE7-A61E-4B69-9CF0-B4961BDB5BAF,es_CL,0,,,0,0,0,0,0,0,0,Apple Search Ads,CL Common_,02.02.2023
117E4667-F85A-4EE7-ACA7-FA8BD42FFB9A,en_US,0,,,1,0,0,0,0,0,0,Apple Search Ads,KH Discovery,02.02.2023
D1A535E3-FDFB-4370-BC27-2D3C5989C91C,es_US,0,,,0,0,0,0,0,0,0,Apple Search Ads,US Common_,02.02.2023
6A7B9ABE-B68E-4907-8E11-208F725709E5,id_ID,0,,,1,0,0,0,0,0,0,Apple Search Ads,ID SKAG,02.02.2023
24515339-C66F-4AAF-9242-E5500E15193A,en_TH,0,,,0,0,0,0,0,0,1,Apple Search Ads,TH Discovery,02.02.2023
FB84054B-01AC-4D71-A76C-BCFC31D1E3D1,en_CA,0,,,0,0,0,0,1,0,0,Apple Search Ads,CA Common_,02.02.2023
9788E439-FF8C-47B2-8384-CC3968D85231,es_CL,0,,,0,0,0,0,0,0,1,Apple Search Ads,AR Discovery,02.02.2023
CE3C7B48-10EA-4601-B6F6-C9EE74374AB5,es_CL,0,,,0,0,0,0,0,0,0,Apple Search Ads,CL Common_,02.02.2023
4FA99091-776C-4255-88DC-71F5F17CB1E4,en_AU,0,,,0,0,0,0,1,0,0,Apple Search Ads,AU SKAG_,02.02.2023
C1996288-2EF3-4064-90FE-383F71C5A992,en_US,0,,,0,0,0,0,0,0,1,Apple Search Ads,US_prod_page,02.02.2023
D2D30279-8270-4F91-B826-715D5AEE748F,ja_JP,0,,,0,0,0,0,1,0,0,Apple Search Ads,JP Common_,02.02.2023
D18E757E-0D08-4DC8-8B98-0BCFC9418DCF,en_US,0,,,0,0,0,0,1,0,0,Apple Search Ads,US Common_,02.02.2023
EE3F8B89-7D3B-427B-96C2-F8B6C30EDD4F,en_AU,0,,,0,0,0,0,1,0,0,Apple Search Ads,AU SKAG_,02.02.2023
01C44D1A-39F9-4D04-B820-D61CEEBC1212,en_US,0,,,0,0,0,0,0,0,0,Apple Search Ads,US Common_,02.02.2023
E1D666F2-EE5B-4A46-AAE1-8556621570C9,en_IN,0,,,0,0,0,0,0,0,0,Apple Search Ads,IN Discovery,02.02.2023
DA1AB744-1ECD-493C-8CD2-83659BF79EDF,en_AU,0,,,0,0,0,0,1,0,0,Apple Search Ads,AU SKAG_,02.02.2023
9A7A979E-D1A3-4ED0-9EA9-A87866E07D8C,en_FI,0,,,0,0,0,0,0,0,1,Apple Search Ads,FI Discovery,02.02.2023
061284B7-3DE1-45CD-917D-9C8DFDDA9B58,en_NZ,0,,,0,0,0,0,0,0,1,Apple Search Ads,NZ Common_,02.02.2023
B690D535-44C0-4B66-A504-46AAFD6A7E57,id_ID,0,,,1,0,0,0,0,0,0,Apple Search Ads,ID Discovery,02.02.2023
407F0E81-7CB0-40E5-B3E1-17CFC0CA6CA3,nl_NL,0,,,1,0,0,0,0,0,1,Apple Search Ads,NL Common_,02.02.2023
B3E3AD6E-78BC-4B42-B84D-0FB5EB1DFB87,en_ZA,1,co.windyapp.pro_sub_year_50_trial7d,50,0,0,0,0,0,0,0,Apple Search Ads,ZA SKAG,02.02.2023
